rank,id,title,title_en,authors,artists,tags,publication_demographic,status,year,content_rating,original_language,follows,rating_average,rating_bayesian,comments_replies_count,related_count,related
852,ee61b25d-154f-45e9-baa5-a9db3d5685ba,Ada to Eyva,Ada and Eyva,Ashida Kawozu,Ashida Kawozu,Oneshot; Mafia; Girls' Love; Drama,,completed,2024.0,safe,ja,3696,9.0184,8.934134289901973,4,0,[]
853,d13332db-7b57-4cc4-9e46-802cf52e3b8b,Koharu to Minato: Watashi no Partner wa Onnanoko,Koharu and Minato: My Partner is a Girl,Hyaluron; Daruma,Hyaluron; Daruma,Girls' Love; Slice of Life,,ongoing,2022.0,safe,ja,14394,9.0175,8.93379221561086,9,0,[]
854,30b89356-952c-4a72-9d8c-cf44147e881a,IDOL×IDOL STORY!,Idol x Idol Story!,Tokunou Shoutarou,Tokunou Shoutarou,Girls' Love; Drama; Slice of Life; Music,seinen,ongoing,2022.0,safe,ja,17064,9.0094,8.933179141751673,54,0,[]
855,a54cbc84-9400-4998-9f23-4a7553781490,Kuroi Santa yori,Kuroi Santa yori,Futamiya,Futamiya,Oneshot; Crime; Drama,shounen,completed,2024.0,safe,ja,1958,9.0773,8.932434949475835,4,0,[]
856,52d1b525-9461-4cb8-9d9d-b9f3ebd5fd95,Finder,Finder,Yamane Ayano,Yamane Ayano,Action; Romance; Boys' Love; Mafia; Sexual Violence; Drama,,ongoing,2001.0,erotica,ja,4373,9.1367,8.931928993151642,19,2,"[{""id"": ""d71b5191-8e0f-4ca3-a418-76f15762de52"", ""relation"": ""sequel"", ""title"": ""Koi o Suru DNA +""}, {""id"": ""d8ece381-e242-45d9-a0ed-3fe947665bc6"", ""relation"": ""spin_off"", ""title"": ""Finder no Rakuin""}]"
857,147c9906-343e-4b16-ae64-5a8974a623a6,My Broken Mariko,My Broken Mariko,Waka Hirako,Waka Hirako,Psychological; Drama; Tragedy,,completed,2019.0,safe,ja,9542,8.9776,8.931459615086718,36,0,[]
858,40da1219-1860-4d7f-b823-d3511ac67cac,Positively Yours,Positively Yours,Lee Jung (이정),Kang Ki (강기),Long Strip; Romance; Drama; Slice of Life; Adaptation; Full Color,,completed,2020.0,safe,ko,8699,9.0445,8.93089001124077,42,0,[]
859,611c939f-88fc-4de0-b596-89171955bf9d,Time-stop Ugly Old Man,Time-stop Ugly Old Man,@duc_94,@duc_94,Sci-Fi; Comedy; Superhero; Self-Published; Sexual Violence; Drama; Web Comic; Supernatural; Full Color,,ongoing,2025.0,suggestive,vi,5677,9.0862,8.930629838740623,17,0,[]
860,eac0159f-2768-49d7-8891-4202f3e9fb8c,Zenbu Kowashite Jigoku de Aishite,Destroy It All and Love Me in Hell,Kuwabara Tamotsu,Kuwabara Tamotsu,Psychological; Romance; Sexual Violence; Girls' Love; Drama; School Life,,ongoing,2023.0,suggestive,ja,34085,8.9528,8.930501557004892,69,0,[]
861,65ecbfe5-7075-4715-b94b-0921af9a75fd,Ma no Monotachi,The Demon Bunch,Katou Takuji,Katou Takuji,Monsters; Demons; Comedy; Office Workers; Fantasy; Monster Girls; Web Comic,,ongoing,2021.0,suggestive,ja,9207,9.0546,8.930416572438437,7,0,[]
862,e1e38166-20e4-4468-9370-187f985c550e,Mato Seihei no Slave,Chained Soldier,Takahiro,Takemura Youhei,Sci-Fi; Monsters; Action; Demons; Romance; Comedy; Magic; Harem; Military; Drama; Monster Girls; Supernatural,shounen,ongoing,2019.0,erotica,ja,223200,8.935,8.930226993828157,895,1,"[{""id"": ""140458f7-be02-424b-98ac-1aa0cd9f45f9"", ""relation"": ""doujinshi"", ""title"": ""Dakuon""}]"
863,5353e8c5-8a6c-402a-895b-0d09feec17d4,"Isekai ni Kyuuseishu to shite Yobaremashita ga, Around 30 ni wa Muri na no de, hissori Book Café Hajimemashita",Isekai Book Café,Oumiya (近江谷); Izumi Kyouka (和泉杏花),Sakurada Reiko,Romance; Magic; Isekai; Fantasy; Slice of Life; Adaptation,shoujo,completed,2019.0,safe,ja,48495,8.9547,8.930167307819167,490,0,[]
864,3791477a-a18c-48a7-bccd-2dadd8337832,One Outs,One Outs,Kaitani Shinobu,Kaitani Shinobu,Psychological; Sports; Drama,seinen,completed,1998.0,safe,ja,3555,9.1305,8.92979116404318,21,0,[]
865,e8427392-0a14-4c70-babe-2347c0372a05,Kimi wa Tsukiyo ni Hikari Kagayaku,Kimi wa Tsukiyo ni Hikari Kagayaku,Sano Tetsuya,Matsuse Daichi,Romance; Drama; Slice of Life; Adaptation; Tragedy,seinen,completed,2019.0,safe,ja,5364,9.0346,8.928448209380523,68,0,[]
866,dbd208cd-31fd-4c68-a377-d2bfec53ea8b,Kara no Kioku,The Empty Memories,Eve; NEWO,NEWO,Action; School Life; Supernatural; Mystery; Adaptation,shoujo,completed,2020.0,safe,ja,12951,9.0226,8.928286965207624,69,2,"[{""id"": ""714405b4-2963-4930-b4cc-a8bea590d30e"", ""relation"": ""shared_universe"", ""title"": ""Tobi to Ryuuko""}, {""id"": ""bcf2a791-c789-483a-91b1-12b09d2b38d7"", ""relation"": ""shared_universe"", ""title"": ""Inochi no Tabekata""}]"
867,8d163365-15a6-4031-8671-29a11e3b6d69,Accomplishments of the Duke's Daughter,Accomplishments of the Duke's Daughter,Reia,Umemiya Suki,Reincarnation; Romance; Video Games; Isekai; Drama; Fantasy; Villainess; Slice of Life; Adaptation,,ongoing,2015.0,safe,ja,75374,8.9451,8.928116527575622,674,0,[]
868,c6dc99d1-4b39-4a7e-bfda-ad66fdff235f,Hotaru no Yomeiri,Firefly Wedding,Tachibana Oreco,Tachibana Oreco,Historical; Action; Psychological; Romance; Martial Arts; Gore; Drama; Slice of Life; Tragedy,josei,completed,2023.0,suggestive,ja,21027,9.0014,8.928068596275125,17,1,"[{""id"": ""a888413f-220b-4de5-b1f7-6df288bf29c6"", ""relation"": ""side_story"", ""title"": ""Ojousama to Youjinbou""}]"
869,9a5b657d-b6db-45a7-a2b7-b165884d9603,Senki Survival Saga: Isekai no Unmei wo Kaketa Mujintou Fujun Iseikouyuu,"Warrior Princess Survival Saga: The Unsanctioned Intergender Relations on a Deserted Island, Battling for the Fate of Another World",OTOSAMA,OTOSAMA,Monsters; Action; Demons; Romance; Comedy; Survival; Adventure; Magic; Harem; Isekai; Drama; Fantasy; Monster Girls,shounen,ongoing,2024.0,suggestive,ja,72674,8.9448,8.92780725528407,108,0,[]
870,84ec6569-a03a-4a40-b82f-d3732c363fe1,Kono Subarashii Sekai ni Shukufuku wo! - A Day of KazuMegu (Doujinshi),Kono Subarashii Sekai ni Shukufuku wo! - A Day of KazuMegu (Doujinshi),Suke Yuno,Suke Yuno,Romance; Comedy; Isekai; Doujinshi; Slice of Life; Full Color,,ongoing,,safe,ja,15420,9.0036,8.927526281677645,86,1,"[{""id"": ""bcfa196d-d162-45f5-a224-61d26b04a077"", ""relation"": ""based_on"", ""title"": ""Kono Subarashii Sekai ni Shukufuku o!""}]"
871,ba27bb2f-d7fb-42d8-a5bf-f904a9115150,Shin Seiki Evangelion - RE-TAKE Soushuuhen Zen Nenrei Han (Doujinshi),Shin Seiki Evangelion - RE-TAKE Soushuuhen Zen Nenrei Han (Doujinshi),Kimimaru; Studio Kimigabuchi (Circle),Kimimaru; Studio Kimigabuchi (Circle),Action; Psychological; Romance; Mecha; Doujinshi; Drama,,completed,2004.0,safe,ja,1121,9.1861,8.927371682549179,20,5,"[{""id"": ""21700f76-f3a2-4822-a5b8-62780e7b48c8"", ""relation"": ""alternate_story"", ""title"": ""Neon Genesis Evangelion - RE-TAKE Kai (Doujinshi)""}, {""id"": ""a157b0bb-8fa0-4d18-8a01-cd40ffc2ac53"", ""relation"": ""alternate_story"", ""title"": ""Neon Genesis Evangelion - RE-TAKE (Doujinshi)""}, {""id"": ""aaedcbda-ea61-4e7b-8143-7a475f327fbf"", ""relation"": ""based_on"", ""title"": ""Neon Genesis Evangelion""}, {""id"": ""ceddb14c-b25b-4ff5-a3fb-124bb19f5690"", ""relation"": ""side_story"", ""title"": ""Neon Genesis Evangelion - RE-TAKE Omake side-stories (Doujinshi)""}, {""id"": ""fb947a08-5ac1-47d3-ad3d-754c5adb6c6e"", ""relation"": ""alternate_story"", ""title"": ""Shin Seiki Evangelion - RE-TAKE ~After~ (Doujinshi)""}]"
872,0e797cbf-c29a-4075-8070-222bfa37b4b6,"The Legend of Zelda Breath of the Wild - The Unfinished ""Happily Ever After"" (Doujinshi)","The Legend of Zelda Breath of the Wild - The Unfinished ""Happily Ever After"" (Doujinshi)",CybeR,CybeR,Oneshot; Romance; Comedy; Video Games; Doujinshi; Drama; Fantasy; Web Comic,,completed,,safe,ja,1068,9.1208,8.927078605216872,7,0,[]
873,ce7cd7b0-e595-4f0d-98e8-447da10d652d,Mission: Yozakura Family,Mission: Yozakura Family,Gondaira Hitsuji,Gondaira Hitsuji,Action; Romance; Comedy,shounen,completed,2019.0,safe,ja,30334,8.9736,8.9268479615719,67,0,[]
874,b6afbe38-6574-44b7-a299-e50188dd7a42,Angel Buddy,Angel Buddy,MasterGin,Chungnyun,Ghosts; Long Strip; Romance; Boys' Love; Drama; Fantasy; Web Comic; Supernatural; Mystery; Full Color,,completed,,safe,ko,7687,9.0339,8.926825013969484,26,0,[]
875,31d20f08-2168-42f6-b23c-8efc9c65b9d0,Love Thy Neighbor,Love Thy Neighbor,Willow,Willow,Long Strip; Romance; Sexual Violence; Girls' Love; Drama; Web Comic; Full Color,,completed,2022.0,erotica,ko,8859,9.0029,8.926760920907471,28,0,[]
876,a59ec084-aed4-4a49-abc1-ae08cf7a9aa7,High Score Girl,Hi Score Girl,Oshikiri Rensuke,Oshikiri Rensuke,Romance; Video Games; Drama; School Life; Slice of Life,seinen,completed,2010.0,safe,ja,12311,8.9785,8.92656394435788,143,1,"[{""id"": ""5018f2b1-65ee-4a76-a7f3-4bb851e1ade5"", ""relation"": ""spin_off"", ""title"": ""High Score Girl DASH""}]"
877,566eb93d-5958-44ca-b9d3-a8335bfead5a,Sket Dance,Sket Dance,Shinohara Kenta,Shinohara Kenta,Award Winning; Romance; Comedy; Drama; School Life; Delinquents; Slice of Life,shounen,completed,2007.0,safe,ja,4893,9.1141,8.925638662281653,22,1,"[{""id"": ""4801f266-cc4e-4c3b-8d1d-f50f08b25b62"", ""relation"": ""shared_universe"", ""title"": ""Witch Watch""}]"
878,21b848be-1bfe-4f97-b92c-62d319d8a093,Onee-sama to Watashi ~Ojou-sama ga Isekai Tensei~,Sister and Giant: A Young Lady Is Reborn in Another World,Be-con,Be-con,Reincarnation; Sci-Fi; Action; Demons; Mecha; Adventure; Girls' Love; Isekai; Gore; Fantasy; Monster Girls,seinen,ongoing,2021.0,suggestive,ja,29621,8.9589,8.925197223798477,51,0,[]
879,e9dc373b-314c-44ff-9428-ae63319ae86b,Toradora!,Toradora!,Takemiya Yuyuko,Zekkyou,Romance; Comedy; Drama; School Life; Slice of Life; Adaptation,seinen,ongoing,2007.0,safe,ja,8748,9.0648,8.92455033884526,31,6,"[{""id"": ""47688d46-dab4-494a-a01b-58da6de1a15a"", ""relation"": ""doujinshi"", ""title"": ""Toradora! - TIGER NO PANTSU (Doujinshi)""}, {""id"": ""4f84045a-edf9-4d8d-abea-dcc8858354dd"", ""relation"": ""doujinshi"", ""title"": ""Toradora! - Toradora! no Erohon (Doujinshi)""}, {""id"": ""85332c4d-2ab8-4aff-a2ef-761e687b8f31"", ""relation"": ""doujinshi"", ""title"": ""Toradora - Amidora (Doujinshi)""}, {""id"": ""c81c5fa1-efb9-41e9-b06d-a3f30cc8d120"", ""relation"": ""doujinshi"", ""title"": ""Toradora! - Mamadora! (Doujinshi)""}, {""id"": ""f3ac8406-db09-45b7-8957-c2fabbd3f256"", ""relation"": ""doujinshi"", ""title"": ""Toradora! - Fluffy AmiAmi (Doujinshi)""}, {""id"": ""f60194c8-f384-48c1-938e-addd38eb711d"", ""relation"": ""doujinshi"", ""title"": ""Toradora! - Amatou Yon (Doujinshi)""}]"
880,94d60d12-452d-49f0-8d0f-5af785e561a8,Raamen Aka Neko,Red Cat Ramen,ANGYAMAN,ANGYAMAN,Animals; Comedy; Slice of Life; Cooking,shounen,ongoing,2022.0,safe,ja,3888,9.2274,8.924488836227054,11,0,[]
881,911a12ae-1022-448e-9219-b7b294d7fb3e,Love So Life,Love So Life,Kouchi Kaede,Kouchi Kaede,Romance; Comedy; Drama; Slice of Life,shoujo,completed,2008.0,safe,ja,6951,9.017,8.924226146462516,29,1,"[{""id"": ""c6e01dba-3a53-4430-95a4-49cc241f24e1"", ""relation"": ""sequel"", ""title"": ""Life So Happy""}]"
882,2deb4d47-18a5-49ce-9c7c-24532064fc1b,Sasaki to Miyano: Koushiki Anthology Comic,Sasaki and Miyano Official Anthology,Mika; Kawae Doro; Yuki Amino; Konno Paru; Toya Tsugumi; Ichiko Tanno ; Shichimiya; Yutoto; Fuji Azuki (藤小豆); Sasaki Aoko; Harusono Shou; Toriya Kou; Itokichi; Kyo Hinata; Shimosegawa Hinaru,Mika; Kawae Doro; Yuki Amino; Konno Paru; Toya Tsugumi; Ichiko Tanno ; Shichimiya; Yutoto; Fuji Azuki (藤小豆); Sasaki Aoko; Harusono Shou; Toriya Kou; Itokichi; Kyo Hinata; Shimosegawa Hinaru,Anthology; School Life; Slice of Life,,completed,2022.0,safe,ja,1794,9.3018,8.924154411315442,0,2,"[{""id"": ""b603c211-d1f9-4145-a2ac-04dcd5f06329"", ""relation"": ""main_story"", ""title"": ""Sasaki to Miyano""}, {""id"": ""d0f286ac-9ecf-4472-a3d7-1009eb0199e2"", ""relation"": ""same_franchise"", ""title"": ""Hirano to Kagiura""}]"
883,9496f98c-78b9-46d0-a092-d4ccc6759cc9,Otonari ni Ginga,Otonari ni Ginga,Amagakure Gido,Amagakure Gido,Romance; Comedy; Slice of Life; Supernatural,seinen,completed,2020.0,safe,ja,21360,9.0,8.924087048742926,56,0,[]
884,0d4f9dba-f55f-4ff7-9f49-52311939504e,"Katainaka no Ossan, Kensei ni Naru ~Tada no Inaka no Kenjutsu Shihan Datta noni, Taisei Shita Deshi-tachi ga Ore wo Hottekurenai Ken~","From Old Country Bumpkin to Master Swordsman: My Hotshot Disciples are All Grown Up Now, and They Won't Leave Me Alone",Nabeshima Tetsuhiro; Sagazaki Shigeru (佐賀崎しげる),Satou Kazuki,Action; Martial Arts; Adventure; Fantasy; Adaptation,seinen,ongoing,2021.0,safe,ja,86145,8.9393,8.923953931473735,67,3,"[{""id"": ""48189334-4cfb-4bad-b63f-3bd70f42dbc0"", ""relation"": ""alternate_version"", ""title"": ""Katainaka no Ossan, Kensei ni Naru: Tada no Inaka no Kenshutsu Shihan datta noni, Taisei Shita Deshi-tachi ga Ore o Houtte Kurenai Ken (Tateyomi Furukaraa-ban)""}, {""id"": ""9fa0a393-fb7d-4f68-8e9a-ba96d18d0500"", ""relation"": ""side_story"", ""title"": ""Katainaka no Ossan, Kensei ni Naru Gaiden - Hajimari no Mahou Kenshi""}, {""id"": ""b6f910a2-2edd-483e-bd4b-0fec5aa6754e"", ""relation"": ""side_story"", ""title"": ""Katainaka no Ossan, Kensei ni Naru Gaiden - Ryuu Souken no Kiseki""}]"
885,7cc37898-6669-407f-b7a6-f23a2859bc0b,Sweet Home,Sweet Home,Carnby Kim (김칸비),Hwang Youngchan,Thriller; Sci-Fi; Monsters; Action; Psychological; Long Strip; Survival; Post-Apocalyptic; Drama; Horror; Web Comic; Full Color; Tragedy,,completed,2017.0,safe,ko,9504,8.9909,8.92375027538408,58,1,"[{""id"": ""e8c8bc87-0b71-4893-9940-3fbd4bfd386b"", ""relation"": ""prequel"", ""title"": ""Shotgun Boy""}]"
886,6236e459-a437-43d9-a4fe-f5dca83b9416,Koimonogatari,Koimonogatari,Tagura Tohru,Tagura Tohru,Boys' Love; Drama; School Life; Slice of Life,,hiatus,2013.0,safe,ja,4440,9.1144,8.923036090447951,25,0,[]
887,9da1aa3e-6bca-4423-89c2-af657f93ff78,Gori-sen ~The type of PE teacher to die first during a panic~,Gori-sen ~The type of PE teacher to die first during a panic~,Sakai Daisuke,Sakai Daisuke,Monsters; Comedy; School Life; Horror; Supernatural,,completed,2021.0,safe,ja,20334,8.9679,8.922264228354344,176,0,[]
888,ba797a39-eddc-4033-9533-341961a1a12a,Otonari no Tenshi-sama ni Itsu no Ma ni ka Dame Ningen ni Sareteita Ken (Fan Colored),Otonari no Tenshi-sama ni Itsu no Ma ni ka Dame Ningen ni Sareteita Ken (Fan Colored),Saeki-san,Wan Shibata,Romance; Comedy; Fan Colored; School Life; Cooking; Adaptation,shounen,ongoing,2022.0,safe,ja,967,9.6838,8.922099019255667,0,0,[]
889,a9bd6a77-5828-4f55-9756-53b08065ecff,Until My Bentos Are Made With the Loving Care of My Wife,Until My Bentos Are Made With the Loving Care of My Wife,Kankei,Kankei,Romance; Comedy; Office Workers; Web Comic; Slice of Life,,ongoing,2022.0,safe,ja,14866,9.049,8.922070063413578,4,0,[]
890,75251a47-952c-4e38-b1c6-3572b9bfd481,Hokuto no Ken,Fist of the North Star,Buronson,Hara Tetsuo,Reincarnation; Sci-Fi; Action; Martial Arts; Adventure; Post-Apocalyptic; Magic; Wuxia; Gore; Drama; Supernatural,shounen,completed,1983.0,suggestive,ja,8345,9.0398,8.921980274156875,30,36,"[{""id"": ""04c875aa-7b61-4b00-8c39-d753d0b6bc6d"", ""relation"": ""side_story"", ""title"": ""Hokuto no Ken Gaiden: Taisen Amiba no Isekai Haou Densetsu - Isekai ni Itte mo Ore wa Tensai da! N? Machigatta ka...""}, {""id"": ""0723b339-c8e9-4e64-9042-a19652511c49"", ""relation"": ""side_story"", ""title"": ""The Compassionate Mother Star - Fist of the North Star: Julia Gaiden""}, {""id"": ""0b986bb7-beaa-485c-9fe9-ad3bfa07fb8e"", ""relation"": ""side_story"", ""title"": ""Hokuto no Ken: Kenougun Zakotachi no Banka""}, {""id"": ""0e4165cc-c66e-4c54-b48c-ac15c76bb539"", ""relation"": ""doujinshi"", ""title"": ""Fist of the North Star & K-ON! - KEN-OH! THE MOVIE (Doujinshi)""}, {""id"": ""15bb3c29-cc5f-4c04-8a5b-47c3ebf0d775"", ""relation"": ""side_story"", ""title"": ""The Heinous Flower - Fist of the North Star: Jagi Gaiden""}, {""id"": ""1a4a9a81-1dd7-4688-886f-54002dfed273"", ""relation"": ""doujinshi"", ""title"": ""Fist of the North Star & Haruhi Suzumiya - Suzumiya Haruoh no YOUtsu (Doujinshi)""}, {""id"": ""1d7c44c5-f2cd-4969-9059-407696baab7b"", ""relation"": ""doujinshi"", ""title"": ""Kaguya-sama: Love is Destruction (Doujinshi)""}, {""id"": ""1edab9a2-41b0-4873-a3cc-7aa0b68db194"", ""relation"": ""side_story"", ""title"": ""The Judgement Day - Fist of the North Star: Ryuken Gaiden""}, {""id"": ""234d3d29-6044-4d6c-9a9c-9c8e5b31cc50"", ""relation"": ""alternate_story"", ""title"": ""Iron Don Quixote""}, {""id"": ""2bac8435-29f0-4124-b730-8fa9fc6ec803"", ""relation"": ""side_story"", ""title"": ""Black and Blue Hungry Wolf - Fist of the North Star: Rei Gaiden""}, {""id"": ""47d08a45-2dd0-4771-985a-0276572c2d19"", ""relation"": ""doujinshi"", ""title"": ""Hokuto no Ken & Chuunibyou demo Koi ga Shitai! - Kenpouka Demo Koi ga Shitai! (Doujinshi)""}, {""id"": ""4a8bb23f-6217-466f-abcd-f80e15ecafa2"", ""relation"": ""doujinshi"", ""title"": ""Hokuto no Ken & Mahou Shoujo Lyrical Nanoha  -  Kenpo Shoujo Kubikaru NanoHa (Doujinshi)""}, {""id"": ""54da1748-8d44-48ae-ab02-f279f0577313"", ""relation"": ""doujinshi"", ""title"": ""Fist of the North Star & Kemono Friends - Kemono Enemies (Friends) (Doujinshi)""}, {""id"": ""5b1d2d59-f0a9-417a-b045-b3b4a774cadf"", ""relation"": ""doujinshi"", ""title"": ""Fist of the North Star & Love Live - Love Life! (Doujinshi)""}, {""id"": ""5f972df9-c757-4ac1-934d-980d1bee5f70"", ""relation"": ""prequel"", ""title"": ""Souten no Ken - Re:Genesis""}, {""id"": ""663743f2-6088-4588-8863-8e260d682ea3"", ""relation"": ""doujinshi"", ""title"": ""Hokuto no Ken & Toaru Majutsu no Index - Toaru Kenpouka no Jigoku no Mokushiroku (Doujinshi)""}, {""id"": ""6ccc3f0f-3011-40b7-8d1d-65383f4fb126"", ""relation"": ""spin_off"", ""title"": ""Fist of the North Star - End of the Century's Drama Shooting Arc""}, {""id"": ""732b1ade-aa9f-451f-880c-a5a0478504e3"", ""relation"": ""prequel"", ""title"": ""Souten no Ken""}, {""id"": ""73d68593-d132-42a2-880d-af33c4b49355"", ""relation"": ""spin_off"", ""title"": null}, {""id"": ""74eb3db8-84c9-4e6f-99a3-647bde6d1d68"", ""relation"": ""side_story"", ""title"": ""Fist of the North Star Gaiden - Garuda of the Golden Wing - Prehistory of the Nanto Goshasei""}, {""id"": ""7baa8582-79fe-4939-872d-539365ad32ae"", ""relation"": ""spin_off"", ""title"": ""DD Fist of the North Star""}, {""id"": ""8be4e41b-6dc6-4840-ae4a-bbe74d75086b"", ""relation"": ""doujinshi"", ""title"": ""Pokémon Stadium""}, {""id"": ""8f8c4f0e-93f5-433e-ba13-017746b485ec"", ""relation"": ""doujinshi"", ""title"": ""Jump All Stars Battle (Doujinshi)""}, {""id"": ""947690be-e9e5-4175-83c0-7d38af449fb8"", ""relation"": ""side_story"", ""title"": ""Silvery Savior - Fist of the North Star: Toki Gaiden""}, {""id"": ""a5c69cfc-d05c-44b4-8430-a4a9dd551a57"", ""relation"": ""side_story"", ""title"": ""The Wandering Cloud - Fist of the North Star: Juza Gaiden""}, {""id"": ""a7b370a7-be03-49c2-a4d4-7f4b7bce4c7b"", ""relation"": ""doujinshi"", ""title"": ""Fist of the North Star & Azumanga DaiOH - Azumanga Ken-oh (Doujinshi)""}, {""id"": ""baef7fa3-61f2-43e3-b1e7-333a21a06cf2"", ""relation"": ""doujinshi"", ""title"": ""Fist of the North Star & THE iDOLM@STER - NORTHANM@STER (Doujinshi)""}, {""id"": ""cb7a0635-93b7-4b84-8344-c0f20b938dac"", ""relation"": ""doujinshi"", ""title"": ""Hokuto no Ken & Kantai Collection -KanColle- ManColle Kai -Mantai Collection- (Doujinshi)""}, {""id"": ""d0bce809-d401-48e1-9eda-2fd37c9fd357"", ""relation"": ""same_franchise"", ""title"": ""The Men Who Made Ken's Rage""}, {""id"": ""d1e8d6c7-a256-4cb4-8ae9-74411f3fc828"", ""relation"": ""doujinshi"", ""title"": ""Hokuto no Ken & Mahou Shoujo Madoka★Magica - Kenpou Shoujo Kubiha Bujica (Doujinshi)""}, {""id"": ""d38ffe07-4733-4a23-a76a-a1a6ff985abe"", ""relation"": ""spin_off"", ""title"": ""Fist of the North Star: BBQ Flavor""}, {""id"": ""daa337f0-aa04-4e67-9d58-a04c55104510"", ""relation"": ""doujinshi"", ""title"": ""Hokuto no Ken & Toaru Kagaku no Railgun - Toaru Kenpouka no Goushouha (Doujinshi)""}, {""id"": ""e4687487-9235-496d-9289-ea3ff955d3c0"", ""relation"": ""spin_off"", ""title"": ""Kenshirou ni Yoroshiku""}, {""id"": ""e5afc3bc-c054-4b71-a182-a7e5ae9a4417"", ""relation"": ""doujinshi"", ""title"": ""Hokuto no Ken & Sousou no Frieren - Gouken no Frieren (Doujinshi)""}, {""id"": ""ed7c5ecb-2c0c-491c-9030-59fe3f94ef42"", ""relation"": ""side_story"", ""title"": ""Heaven's Conqueror - Fist of the North Star: Raoh Gaiden""}, {""id"": ""fb01ad8e-571e-4582-84ac-663086348fb6"", ""relation"": ""spin_off"", ""title"": ""Fist of the North Star - Strawberry Flavor""}]"
891,f239fcd4-9f7f-4296-9e52-ee5a66a7e938,Namida Ame to Serenade,Namida Ame to Serenade,Kawachi Haruka,Kawachi Haruka,Sci-Fi; Time Travel; Historical; Romance; Comedy; Crossdressing; Drama,josei,completed,2015.0,suggestive,ja,10281,9.0602,8.921638996210467,45,0,[]
892,09656afb-aaf9-4f9b-95fd-873cb537ddc3,Gwangma Hoegwi,Return of the Mad Demon,Yu Jin Sung (유진성); JP,Ihy (이히),Thriller; Time Travel; Historical; Action; Long Strip; Comedy; Martial Arts; Adventure; Fantasy; Web Comic; Adaptation; Full Color,,ongoing,2021.0,safe,ko,5336,9.1327,8.921414421057836,4,2,"[{""id"": ""7a8919f6-c233-4faf-b1a6-c6e58bfbaf62"", ""relation"": ""sequel"", ""title"": ""Siridorok Bulkkot Cheoreom""}, {""id"": ""965fd49c-8f8a-49b6-a626-31590e325404"", ""relation"": ""sequel"", ""title"": ""Gwonwang Hwansaeng""}]"
893,70205c3e-4e70-4017-8e5c-45ebab2cea3e,What has happened to me ～The story of an Uyghur man who now lives in Japan～,What has happened to me ～The story of an Uyghur man who now lives in Japan～,Shimizu Tomomi,Shimizu Tomomi,Oneshot; Psychological; Crime; Slice of Life; Tragedy,,completed,,safe,ja,574,9.1134,8.921072218893322,35,2,"[{""id"": ""c36d7414-8f0e-4664-8b36-f11e554db506"", ""relation"": ""shared_universe"", ""title"": ""No one will say the name of that country""}, {""id"": ""e453d040-23cb-4722-999a-e20e789027b2"", ""relation"": ""shared_universe"", ""title"": ""[What has happened to me]~A testimony of a Uyghur woman~""}]"
