rank,id,title,title_en,authors,artists,tags,publication_demographic,status,year,content_rating,original_language,follows,rating_average,rating_bayesian,comments_replies_count,related_count,related
805,ced1a3f9-9a34-4ada-a3b7-ca773e5af0b8,Piccolina,Piccolina,Ohtsuki Ichika,Ohtsuki Ichika,Romance; Comedy; Slice of Life; Cooking,seinen,ongoing,2021.0,suggestive,ja,16581,9.0421,8.9516618918331,33,0,[]
806,93dd0978-4b78-441f-bc70-73b42f4ea2af,Touhou - The Immortal Who Saw the Death of The Universe (Doujinshi),Touhou - The Immortal Who Saw the Death of The Universe (Doujinshi),ALISON; ALISON Airlines (Circle),ALISON,Psychological; Comedy; Adventure; Doujinshi; Drama; Full Color,,completed,2016.0,safe,ja,824,9.1743,8.95153341367632,20,0,[]
807,9f39246a-8b05-4b19-b822-727e748723dc,Aharen-san wa Hakarenai,Aharen-san wa Hakarenai,Mizu Asato,Mizu Asato,Romance; Comedy; School Life; Slice of Life,,completed,2017.0,safe,ja,38198,8.9849,8.951100291791057,199,0,[]
808,f77aca92-0b8d-4583-9294-8644f71b1e01,Negative Yuusha to Maou-gun Kanbu,Negative Hero and Demon King's General,Hamachon,Hamachon,Demons; Comedy; Adventure; Magic; Drama; Fantasy; Monster Girls; Web Comic; Slice of Life,,ongoing,2018.0,safe,ja,52503,8.9781,8.951010102656165,183,0,[]
809,163d2946-38e7-4b98-add6-825e4298f30b,Sylph no Hanahime (Twitter Version),The Princess of Sylph,Kamejiro,Kamejiro,Action; Romance; Adventure; Magic; Girls' Love; Fantasy; Web Comic,,ongoing,2019.0,suggestive,ja,4435,9.152,8.950734264208977,1,0,[]
810,e3da26d8-f20f-4336-b5c6-faf4f342cb91,Daytime Star,Daytime Star,Chae-eun ,Godago,Long Strip; Romance; Drama; Web Comic; Adaptation; Full Color,shoujo,completed,2021.0,safe,ko,2203,9.3229,8.950565724843191,0,0,[]
811,f157eb1e-3468-4abc-9541-472e59633ced,My Mom's a Superstar,My Mom's a Superstar,Shi Yi Er (时一二),Shi Yi Er (时一二),Long Strip; Romance; Comedy; Girls' Love; Web Comic; Slice of Life; Full Color,shoujo,ongoing,2021.0,safe,zh,11225,9.0295,8.950361223286682,14,0,[]
812,b9419475-8b1a-44f4-92e6-e0b038235084,Kantai Collection X Fast & Furious (Doujinshi),Kantai Collection X Fast & Furious (Doujinshi),Chorfsimin,Chorfsimin,Oneshot; Action; Comedy; Crime; Military; Doujinshi; Monster Girls; Full Color,,completed,2022.0,safe,ja,668,9.3275,8.950085731294335,4,0,[]
813,aa4774a1-1ffc-4bc4-88f5-042a6d329f7b,Heunhan Binguimurin Jul Aratda,Not Your Typical Reincarnation Story,DOYOSAY; Lemon Frog (레몬개구리),Ajin (아진),Reincarnation; Time Travel; Long Strip; Romance; Isekai; Fantasy; Villainess; Adaptation; Full Color,,completed,2023.0,safe,ko,12357,9.0214,8.949713505299854,21,0,[]
814,94eb0afc-293c-4323-96b8-89c46de463e6,Gokurakugai Sanbandoori no Ken,Gokurakugai Sanbandoori no Ken,Sano Yuto,Sano Yuto,Oneshot; Action; Comedy; Crime; Drama; Delinquents; Monster Girls; Supernatural,shounen,completed,2020.0,safe,ja,8341,9.003,8.94964199559025,50,0,[]
815,b8d71714-683a-4a78-9607-597e7c8312ad,Gamjeong ui Ireum,The Name Of My Feelings,Kang Unnie,Misspm,Oneshot; Long Strip; Romance; Incest; Girls' Love; Web Comic; Full Color,,completed,2024.0,erotica,ko,8965,8.987,8.949542660318956,11,0,[]
816,3b6c3a0b-8752-41fc-9d3e-1310f6f28252,Giant Killing,Giant Killing,Tsunamoto Masaya,Tsujitomo,Award Winning; Comedy; Sports; Drama,seinen,ongoing,2007.0,safe,ja,7770,9.1292,8.949496265794602,50,19,"[{""id"": ""0e06fc37-7520-480c-bcad-ef3150a285ba"", ""relation"": ""doujinshi"", ""title"": ""Giant Killing - Nagarenai Hoshi ni Negau na (Doujinshi)""}, {""id"": ""1a612383-b17d-4304-a351-044be8afa51e"", ""relation"": ""doujinshi"", ""title"": ""Giant Killing - Ptisenbon (Doujinshi)""}, {""id"": ""1d735b8f-73b9-473b-8fdd-d96d1a726794"", ""relation"": ""doujinshi"", ""title"": ""Giant Killing - Man of the Match (Doujinshi)""}, {""id"": ""27a5fcd4-8db2-49e1-ad6c-b4e7675a2124"", ""relation"": ""doujinshi"", ""title"": ""Giant Killing - Unbalance (Doujinshi)""}, {""id"": ""3ac30cbf-78c9-4292-a448-e7b9113e7a3d"", ""relation"": ""doujinshi"", ""title"": ""Giant Killing - That Summer Day's Song (Doujinshi)""}, {""id"": ""4ada0cc2-f0e3-4215-889e-a80dfd67925d"", ""relation"": ""doujinshi"", ""title"": ""Giant Killing - The Drunk Dog's Dream (Doujinshi)""}, {""id"": ""4b7e0d6c-e790-4fe9-af28-f281cb4089a1"", ""relation"": ""doujinshi"", ""title"": ""Giant Killing - 3 Months, 5 Minutes Older (Doujinshi)""}, {""id"": ""51ac8433-95a8-49ed-a7e6-06cd2ba38888"", ""relation"": ""doujinshi"", ""title"": ""Giant Killing - Ai to Hana to Heiwa no Kankin (Doujinshi)""}, {""id"": ""5588299f-68b9-4c5f-bac9-fa212dfe5384"", ""relation"": ""doujinshi"", ""title"": ""Giant Killing - Everyday Indecision (Doujinshi)""}, {""id"": ""68f99bdd-e00e-456f-8f53-cbf356e90333"", ""relation"": ""doujinshi"", ""title"": ""Giant Killing - Akasaki-shi's Secret (Doujinshi)""}, {""id"": ""6e3f0c46-1f0a-4572-9f5a-ba92584eb7b1"", ""relation"": ""doujinshi"", ""title"": ""Giant Killing - Let Me Sleep by Your Side (Doujinshi)""}, {""id"": ""6ef2a752-de78-4a2f-967f-64efd9615d39"", ""relation"": ""doujinshi"", ""title"": ""Giant Killing - Irokoizata (Doujinshi)""}, {""id"": ""8d4be918-c518-4012-b718-aac3e5003826"", ""relation"": ""doujinshi"", ""title"": null}, {""id"": ""90a6c41a-2c54-4f65-b86e-b7956b1f0647"", ""relation"": ""doujinshi"", ""title"": ""Giant Killing - Happy Coach Day! (Doujinshi)""}, {""id"": ""c40281ae-0bd7-42a0-bac7-0103dba0bd3e"", ""relation"": ""doujinshi"", ""title"": ""Giant Killing - Turn Up The Sun (Doujinshi)""}, {""id"": ""caaf2ac9-ea08-44f7-8e3f-b636f5d79df8"", ""relation"": ""doujinshi"", ""title"": ""Giant Killing - Grab The Sun In His Hands (Doujinshi)""}, {""id"": ""d0b3b50b-45c6-4ad2-83d6-19354591b835"", ""relation"": ""doujinshi"", ""title"": ""Giant Killing - Time After Time, Again (Doujinshi)""}, {""id"": ""d5112feb-0af9-4d36-b43e-3bbf2a76526e"", ""relation"": ""doujinshi"", ""title"": ""Giant Killing - First Love, Unrequited Love (Doujinshi)""}, {""id"": ""f897b9ae-208f-43d3-aecb-46348310b990"", ""relation"": ""doujinshi"", ""title"": ""Giant Killing - Web Sairoku Hon (Doujinshi)""}]"
817,23a2a55e-aa51-4c4b-8f8e-dd91b4b654e8,This Witch of Mine,This Witch of Mine,Haeyoon; Mas,Haeyoon; Mas,Long Strip; Romance; Magic; Drama; Fantasy; Web Comic; Mystery; Full Color; Tragedy,,completed,2015.0,safe,ko,3857,9.1797,8.948195324701926,33,0,[]
818,6fcfaa0e-6023-403e-97f9-5301dd3c258c,Hellsing,Hellsing,Hirano Kouta,Hirano Kouta,Historical; Action; Sexual Violence; Magic; Military; Gore; Horror; Vampires; Supernatural,seinen,completed,1997.0,suggestive,ja,12507,9.0223,8.947781833634487,14,2,"[{""id"": ""6be71470-7f0f-4bdd-b01c-e1fd4d711824"", ""relation"": ""doujinshi"", ""title"": ""Higurasing""}, {""id"": ""da474214-2f0a-4c1f-9a74-5ca86522dfdf"", ""relation"": ""prequel"", ""title"": ""Hellsing - The Dawn""}]"
819,31c3484e-1832-44c1-b43a-dee39e32c3bd,Innocent Rouge,Innocent Rouge,Sakamoto Shinichi,Sakamoto Shinichi,Award Winning; Historical; Psychological; Sexual Violence; Military; Philosophical; Gore; Drama; Tragedy,seinen,completed,2015.0,safe,ja,7614,9.078,8.947771573977255,26,1,"[{""id"": ""fa85b2aa-370c-41c5-96ae-29b05c848f3d"", ""relation"": ""prequel"", ""title"": ""Innocent""}]"
820,290c8cbc-d3de-4fca-b7d6-8d72f3beb9b0,Hikagemono demo Yarinaoshite Ii desu ka?,Are Social Outcasts Even Allowed to Start Over?,Yuuchi Mikumi,Yuuchi Mikumi,Time Travel; Romance; Comedy; Reverse Harem; Harem; Drama; School Life; Slice of Life,seinen,ongoing,2024.0,safe,ja,25173,8.9918,8.947703688661576,57,0,[]
821,91b67596-9bc3-48f5-8aad-02ff520fdfa9,Eoneu Mabeopsa ui Sikdang,The Archmage's Restaurant,Bad Boys (배드보이즈); chassi (차씨),Studio Inus (스튜디오 이너스),Reincarnation; Monsters; Action; Long Strip; Romance; Comedy; Adventure; Magic; Isekai; Fantasy; Web Comic; Slice of Life; Cooking; Adaptation; Full Color,,ongoing,2023.0,safe,ko,32213,8.9897,8.947353906484807,34,0,[]
822,62642f72-ed18-46f9-a8dd-4add20b752fc,Kuma to Usagi wa Tomodachi de wa Irarenai (Pre-Serialization),Bear and Bunny Cannot Be Friends (Pre-Serialization),Inuyoshi Akira,Inuyoshi Akira,Romance; Comedy; Delinquents; Web Comic,,ongoing,2024.0,suggestive,ja,51380,8.9727,8.945966853193285,61,1,"[{""id"": ""013e4333-03ef-4ce3-bbaa-1d5a5b9dfd2c"", ""relation"": ""alternate_version"", ""title"": ""Kuma to Usagi wa Tomodachi dewa Irarenai R18""}]"
823,93baa07a-1a77-4fd9-a227-a9b16b5c1a4c,Danchigai,Danchigai,Yoneda Kazusa,Yoneda Kazusa,Comedy; 4-Koma; School Life; Slice of Life,,completed,2011.0,safe,ja,12983,9.0353,8.945701924451097,157,2,"[{""id"": ""7a283f32-e169-44b4-a861-0cc54a622338"", ""relation"": ""shared_universe"", ""title"": ""Akuyaku Ouji wa Koi ga Dekinai""}, {""id"": ""efd5cc83-c318-4704-a450-46d475c1dded"", ""relation"": ""adapted_from"", ""title"": ""Shimai Chigai""}]"
824,0118e4d2-2dd8-44eb-8a42-0f8d53e809c4,Isegye seo Yubunam Doen Sseol,I Became A Married Man in Another World,베르헤라; 김혜령,베르헤라; 김혜령,Action; Long Strip; Romance; Comedy; Adventure; Drama; Fantasy; Slice of Life; Adaptation; Full Color,,ongoing,2026.0,safe,ko,3749,9.2281,8.94541608786676,5,0,[]
825,8de2456c-95ef-4958-8f27-af7a4cc275b7,Radiant,Radiant,Tony Valente,Tony Valente,Monsters; Action; Ghosts; Animals; Comedy; Adventure; Magic; Military; Drama; Fantasy; Police; Slice of Life; Supernatural; Mystery; Tragedy,,ongoing,2013.0,safe,fr,18303,9.0135,8.945162982049258,213,2,"[{""id"": ""2910f3bb-5f3c-408a-b861-786048b2b4c6"", ""relation"": ""side_story"", ""title"": ""Fabula Fantasia""}, {""id"": ""553d7ab9-5657-418f-9e4b-070d5b9141eb"", ""relation"": ""spin_off"", ""title"": ""Cyfandir Chronicles""}]"
826,c9a891f6-9f4b-487d-8b62-7abb0e3f59c8,Under the Oak Tree,Under the Oak Tree,Namu; Suji Kim,P (sicut_vis),Long Strip; Romance; Magic; Drama; Fantasy; Adaptation; Full Color,,ongoing,2020.0,suggestive,ko,44464,8.9818,8.943911063703236,375,0,[]
827,37bf7574-641e-4665-b992-f2ba8d4652b8,Houseki no Kuni (Minimalist Color),Country of Jewels,Ichikawa Haruko,Ichikawa Haruko,Action; Fan Colored; Adventure; Drama; Mystery,seinen,ongoing,2012.0,safe,ja,3720,9.3594,8.943841296779176,19,0,[]
828,257e0e31-e1b1-4f06-8d4e-804e78e6dcf8,Drunken My Boss,Drunken My Boss,BBTan,BBTan,Ghosts; Long Strip; Girls' Love; Full Color,,ongoing,2024.0,erotica,ko,10693,9.0448,8.94339714220497,13,1,"[{""id"": ""4841523d-74a7-4f8c-b30f-11c127227255"", ""relation"": ""sequel"", ""title"": null}]"
829,e2cce29d-366a-4581-b771-77eefcea5225,Atarashii Joushi wa Dotennen,My New Boss is a Natural Airhead,Ichikawa Dan,Ichikawa Dan,Award Winning; Comedy; Office Workers; Slice of Life,seinen,ongoing,2019.0,safe,ja,3744,9.2443,8.942572925990726,60,0,[]
830,b5b21ca1-bba5-4b9a-8cd1-6248f731650b,Shuumatsu no Valkyrie,Record of Ragnarok,Umemura Shinya; Fukui Takumi,Azychika,Action; Survival; Martial Arts; Adventure; Post-Apocalyptic; Magic; Gore; Fantasy; Supernatural; Tragedy,seinen,ongoing,2017.0,suggestive,ja,113714,8.9525,8.942563734503379,726,6,"[{""id"": ""32dfa44f-1077-4ed2-bedc-b7707788fb1b"", ""relation"": ""shared_universe"", ""title"": ""Chiruran: Shinsengumi Requiem""}, {""id"": ""6676aef9-cf30-4950-9a20-e0382b5e7447"", ""relation"": ""side_story"", ""title"": ""Shuumatsu no Valkyrie Kinden - Kamigami no Apocalypse""}, {""id"": ""98b0d83a-f3c8-4677-ab9e-1a3576654b8f"", ""relation"": ""doujinshi"", ""title"": ""Record of Ragnarok - Humanity's Extermination (Doujinshi)""}, {""id"": ""a4ba84a7-2e74-4c91-afb4-9b81ef8c1650"", ""relation"": ""spin_off"", ""title"": ""Shuumatsu no Valkyrie Ibun - Ryo Fu Housen Hishouden""}, {""id"": ""f60fd694-43af-490a-a744-d01ccfad5261"", ""relation"": ""alternate_version"", ""title"": ""Shuumatsu No Valkyrie (Webtoon)""}, {""id"": ""f6f3fe1c-c086-4f50-a8cf-3ec48fa3f3a8"", ""relation"": ""spin_off"", ""title"": ""Shuumatsu no Valkyrie Kitan - Jack the Ripper no Jikenbo""}]"
831,688eee00-d587-4998-a999-652767aac846,Koutsugou Semi-Friend,Convenient Semi-Friend,Chigusa Minori,Chigusa Minori,Romance; Comedy; Girls' Love; 4-Koma; School Life,seinen,ongoing,2023.0,suggestive,ja,29645,8.9771,8.942329561486893,20,1,"[{""id"": ""561cf196-01a3-4c38-a838-5c6bf84ab24d"", ""relation"": ""alternate_version"", ""title"": ""Shino to Ren""}]"
832,ac0e6974-8555-4637-93fe-bd3a78104923,The World God Only Knows,The World God Only Knows,Wakaki Tamiki,Wakaki Tamiki,Demons; Romance; Comedy; Harem; School Life; Supernatural; Mystery,shounen,completed,2008.0,safe,ja,15784,8.978,8.94219326269505,82,13,"[{""id"": ""0a27ad04-ebdb-4d0f-83c5-b59f1f9c7da5"", ""relation"": ""doujinshi"", ""title"": ""The World God Only Knows - Kami mo Shira Nai Sekai (Doujinshi)""}, {""id"": ""5bdb0476-3a0d-4c9a-9db5-e6b8f062fad4"", ""relation"": ""doujinshi"", ""title"": ""The World God Only Knows - Sukima no nai Sekai (Doujinshi)""}, {""id"": ""6f1e3c81-3114-4bb3-81a2-768aa8e93965"", ""relation"": ""doujinshi"", ""title"": ""The World God Only Knows - Kami-sama Kurashi (Doujinshi)""}, {""id"": ""75af0223-9b40-46c5-9302-b98dcfc1e5fd"", ""relation"": ""spin_off"", ""title"": null}, {""id"": ""787fb99e-18ea-406c-a4c5-3815b1dfda46"", ""relation"": ""doujinshi"", ""title"": ""The World God Only Knows - Nanjaku Shinan (Doujinshi)""}, {""id"": ""8be47cd5-32aa-414e-b553-dee387f6c12b"", ""relation"": ""doujinshi"", ""title"": ""The World God Only Knows - Otoko o Otosu Tsumori ga Gyaku ni Otosarete Shimatta Kami-sama no Hon (Doujinshi)""}, {""id"": ""b2e4fd58-3831-409d-bb27-9f832b028abe"", ""relation"": ""doujinshi"", ""title"": ""The World God Only Knows - Chikuchou Chocolate (Doujinshi)""}, {""id"": ""c45e518f-c454-447d-abaf-af34c6cb17b1"", ""relation"": ""doujinshi"", ""title"": ""Kami nomi zo Shiru Sekai - Kami-sama o Chikan (Doujinshi)""}, {""id"": ""d1741627-20fd-4377-a963-8c3d538b24b2"", ""relation"": ""spin_off"", ""title"": ""Kami nomi zo Shiru Sekai: On the Train + Pilot Films""}, {""id"": ""e03b47e1-8504-44dc-879d-31af8bbe80c5"", ""relation"": ""doujinshi"", ""title"": ""Neko wa Manma ga Utsukushii Matomebon (Doujinshi)""}, {""id"": ""e7329b4c-40f0-4b8f-a20f-efde999f2d01"", ""relation"": ""doujinshi"", ""title"": ""The World God Only Knows - Magibore (Doujinshi)""}, {""id"": ""e9996683-f43a-4600-8764-3bec45f6e5ff"", ""relation"": ""doujinshi"", ""title"": ""The World God Only Knows - Tachiyomi Senyou Vol. 28 (Doujinshi)""}, {""id"": ""ee7387b9-1c87-4eed-9871-d860136f94d9"", ""relation"": ""spin_off"", ""title"": ""Magical☆Star Kanon 100%""}]"
833,52ed62f8-2baf-4d7d-8948-dad4041fbab6,Spirit Fingers,Spirit Fingers!,Han Kyoung Chal (한경찰),Han Kyoung Chal (한경찰),Long Strip; Romance; Comedy; Drama; Web Comic; Slice of Life; Full Color,josei,completed,2015.0,safe,ko,1865,9.3261,8.941670708982008,28,0,[]
834,03f093d8-b9ca-487a-891b-4d2c5fc99601,My Gemini,My Gemini,Morikawa Yuu,Morikawa Yuu,Historical; Drama; School Life; Slice of Life; Mystery,shoujo,completed,2018.0,safe,ja,1708,9.2355,8.941584791013373,7,0,[]
835,871c0581-f894-4772-8a3e-7ec97ab592a0,Kekkai Sensen: Back 2 Back,Kekkai Sensen: Back 2 Back,Nightow Yasuhiro,Nightow Yasuhiro,Time Travel; Monsters; Action; Animals; Comedy; Crime; Martial Arts; Adventure; Office Workers; Video Games; Magic; Vampires; Slice of Life; Supernatural; Mystery,shounen,completed,2015.0,safe,ja,4821,9.3048,8.941511808875848,11,2,"[{""id"": ""8fa8bba1-556c-475d-be40-581ca5f764d0"", ""relation"": ""prequel"", ""title"": ""Kekkai Sensen""}, {""id"": ""a2dc9b43-a905-448e-9669-41959300aa11"", ""relation"": ""sequel"", ""title"": ""Kekkai Sensen Beat 3 Peat""}]"
836,74502f72-ad26-4af1-846c-de18061107a0,Non Non Biyori,Non Non Biyori,Atto (あっと),Atto (あっと),Comedy; School Life; Slice of Life,seinen,completed,2009.0,safe,ja,4956,9.2895,8.940821598660744,25,16,"[{""id"": ""158ae112-936c-46d4-98be-c41b13cb5048"", ""relation"": ""doujinshi"", ""title"": ""Koraku (Doujinshi)""}, {""id"": ""4b6543cb-794b-4a8d-aaa5-1299acdae587"", ""relation"": ""doujinshi"", ""title"": ""Non Non Biyori - Jian Biyori (Doujinshi)""}, {""id"": ""540af782-5e99-4801-8247-027226a33662"", ""relation"": ""doujinshi"", ""title"": ""Portable.""}, {""id"": ""540ba0fd-e5dd-4e4a-9515-39f2d9092c96"", ""relation"": ""side_story"", ""title"": ""Non Non Biyori Vacation - Nyanpasu Picture Diary""}, {""id"": ""54420051-61a5-4d7c-af57-3e2781069729"", ""relation"": ""doujinshi"", ""title"": ""Non Non Biyori - Crazy Love (Doujinshi)""}, {""id"": ""5542238d-2cc7-4a19-89e1-1f9f76270910"", ""relation"": ""doujinshi"", ""title"": ""Non Non Biyori - Dagashiya-san no Oshigoto (Doujinshi)""}, {""id"": ""5a25d37b-2398-4958-83c1-b71c3c7dcb8b"", ""relation"": ""adapted_from"", ""title"": ""Toko-Toko""}, {""id"": ""5dd9ec36-6b36-4c48-8c17-244020d20d44"", ""relation"": ""side_story"", ""title"": ""Non Non Biyori Vacation Special Booklet""}, {""id"": ""9126a9fb-6510-4068-a01c-4061f8a1f953"", ""relation"": ""spin_off"", ""title"": ""Non Non Biyori Official Anthology""}, {""id"": ""9395d870-cf21-48ac-94d8-09e77d2abdcd"", ""relation"": ""doujinshi"", ""title"": ""Non Non Biyori - Onee-chan Nanon (Doujinshi)""}, {""id"": ""99cee2c6-a7ea-4fc2-a692-a0c34cd50af6"", ""relation"": ""doujinshi"", ""title"": ""Non Non Biyori - Zun Zun Biyori (Doujinshi)""}, {""id"": ""9f10f2b6-a57b-4301-a5e3-21de9a11c5f4"", ""relation"": ""doujinshi"", ""title"": ""Non Non Biyori - Bin Bin Biyori (Doujinshi)""}, {""id"": ""c19e3cff-8c71-4694-83fd-9396429eec6b"", ""relation"": ""shared_universe"", ""title"": ""Koakuma Meringue""}, {""id"": ""ca65996a-2aea-4a3f-854a-0918d49c1ce5"", ""relation"": ""side_story"", ""title"": ""Non Non Biyori All Color Manga""}, {""id"": ""d160a8eb-e6c0-418b-8e1e-e3dbb260888f"", ""relation"": ""doujinshi"", ""title"": ""Non Non Biyori - Kan Kan Biyori (Doujinshi)""}, {""id"": ""df600a28-6807-4aba-9777-c54f32ee9cab"", ""relation"": ""side_story"", ""title"": ""Non Non Biyori Remember""}]"
837,6e5ddee5-eccb-48cc-b6bb-43488cc9791f,Vagabond (Hong Kong Colored Version),Vagabond (Hong Kong Colored Version),Inoue Takehiko; Yoshikawa Eiji,Inoue Takehiko,Official Colored; Historical; Action; Psychological; Romance; Comedy; Martial Arts; Adventure; Sexual Violence; Gore; Drama; Tragedy,,hiatus,,safe,zh-hk,2858,9.4845,8.939238707671915,12,0,[]
838,68da21ba-6875-4b3e-b79f-8e3492fc1260,Blue Archive x Kamen Rider Decade - Schale no Kadoya Tsukasa-sensei Gainen (Doujinshi),The concept of Tsukasa Kadoya-sensei’s Schale,Nogawa Serori,Nogawa Serori,Action; Comedy; Doujinshi; Web Comic,,ongoing,2024.0,safe,ja,1721,9.445,8.938975824286258,15,1,"[{""id"": ""2708c6fa-0f64-4020-81df-9fcb010825d4"", ""relation"": ""spin_off"", ""title"": ""Blue Archive x Kamen Rider Decade - Lens no Naka no Hakobune (Doujinshi)""}]"
839,9ef560c3-e1b9-4451-9103-1fc5af45c09e,I'm Still Alive...,,Motomiya Hiroshi,Motomiya Hiroshi,Psychological; Survival; Office Workers; Drama; Slice of Life,seinen,completed,2006.0,safe,ja,1451,9.0834,8.93880657234814,35,1,"[{""id"": ""bd47564f-774b-4464-88a5-dd0f284603c3"", ""relation"": ""sequel"", ""title"": ""I'm Still Alive... 2""}]"
840,027df837-7a15-4893-9dc3-e2ae11b94717,Onii-chan wa Oshimai! Koushiki Anthology Comic,Onii-chan is Done For! Official Anthology Comic,Minamito; Kobayashi Kina; Adachi Imaru; Toyobayashi Sakane; Kamaboko RED; zinbei; Sasuke; Mori Misaki; Hami; Fukuoka Tarou; Ronna (ろんな); Yuuki Shinichi; Hara Yui; Tomoe (TOもえ); Dobato; Kometsubu; Tadano Natsu (タダノなつ) ; Onio; Tokita Shigure; Yuuchi Mikumi; Asazuki Norito; Nekoume; Cool-kyou Shinja; Tsuchii; Yukimoto Shuuji; Terai Akane; Igarashi Masakuni; 9℃; Kawamura Taku; Fujichika Koume; Okada Anmitsu; Kakitsubata Waka; Suka; moricocco; Hatopopoko; Ouchi Kaeru (御家かえる); Namori; majoccoid; Sorato Shunsuke; Yuuki Suzu; Hori; Ceramic; Rucchiifu,Minamito; Kobayashi Kina; Adachi Imaru; Toyobayashi Sakane; Kamaboko RED; zinbei; Sasuke; Mori Misaki; Hami; Fukuoka Tarou; Ronna (ろんな); Yuuki Shinichi; Hara Yui; Tomoe (TOもえ); Dobato; Kometsubu; Tadano Natsu (タダノなつ) ; Onio; Tokita Shigure; Yuuchi Mikumi; Asazuki Norito; Nekoume; Cool-kyou Shinja; Tsuchii; Yukimoto Shuuji; Terai Akane; Igarashi Masakuni; 9℃; Kawamura Taku; Fujichika Koume; Okada Anmitsu; Kakitsubata Waka; Suka; moricocco; Hatopopoko; Ouchi Kaeru (御家かえる); Namori; majoccoid; Sorato Shunsuke; Yuuki Suzu; Hori; Ceramic; Rucchiifu,Genderswap; Comedy; Anthology; Slice of Life,seinen,ongoing,2021.0,safe,ja,12542,9.0234,8.938228503484062,14,1,"[{""id"": ""ed996855-70de-449f-bba2-e8e24224c14d"", ""relation"": ""main_story"", ""title"": ""Onii-chan wa Oshimai!""}]"
841,915412e0-ffc6-4b36-a75c-11a6d9f09244,Pogeuraendeu,Fog Land,Pogo,Pogo,Monsters; Action; Demons; Long Strip; Crime; Survival; Adventure; Gore; Web Comic; Supernatural; Full Color,,ongoing,2025.0,safe,ko,3380,9.1946,8.937726901886752,6,0,[]
842,6a42c61e-1f61-4bfe-b78b-865e0e3ee0a5,It Shows Right Away in Nijime-san's Eyes,It Shows Right Away in Nijime-san's Eyes,Yaki Tomato,Yaki Tomato,Oneshot; Romance; Comedy; School Life; Web Comic; Slice of Life,,completed,2022.0,safe,ja,9216,8.9787,8.937706873345288,6,0,[]
843,7991e715-40ae-4c3e-b0e0-aa8bee90ece7,Shachou to Sake to Hoshi,"Me and the Prez, Drinking Under the Stars",Zurikishi,Zurikishi,Romance; Comedy; Office Workers; Slice of Life,seinen,ongoing,2025.0,suggestive,ja,70012,8.9587,8.937548327650267,88,1,"[{""id"": ""f654255b-a884-4141-a568-c94561da31b6"", ""relation"": ""shared_universe"", ""title"": ""Half Succubus wo Hirotta""}]"
844,9116f6af-c2c5-44f8-b5c3-dec53aa11943,Isekai no Sata wa Shachiku Shidai,The Affairs of the Other World Depend on the Corporate Slave,Yatsuki Wakatsu; Irodori Kazuki,Ohashi Kikka,Time Travel; Romance; Boys' Love; Magic; Isekai; Fantasy; Adaptation,,ongoing,2020.0,suggestive,ja,15127,9.0137,8.937456870852944,89,0,[]
845,e2331661-2a88-40d4-ac1a-e61ad776ed48,Beoryeojin Na-eui Choeaereul Wihayeo,For My Derelict Favorite,Kim Seon-Yu; Ryuho (류호),Kimyong,Reincarnation; Long Strip; Romance; Magic; Isekai; Drama; Fantasy; Web Comic; Adaptation; Full Color,,completed,2022.0,suggestive,ko,8489,9.0594,8.936546399933839,8,0,[]
846,f6aebf39-07b8-4959-ba73-fa852b96913b,Koiseyo Mayakashi Tenshi-domo,"Fall in Love, You False Angels",Uzuki Coco,Uzuki Coco,Award Winning; Romance; Comedy; School Life; Slice of Life,shoujo,ongoing,2023.0,safe,ja,10514,9.0909,8.936339187156207,7,0,[]
847,3f7b7736-84c5-4f38-bf73-7266021f355a,Junji Ito Horror Manga Collection,Junji Ito Horror Manga Collection,Itou Junji,Itou Junji,Oneshot; Historical; Monsters; Demons; Psychological; Ghosts; Comedy; Anthology; Survival; Drama; School Life; Horror; Slice of Life; Supernatural; Mystery; Tragedy,shoujo,completed,1997.0,safe,ja,7671,9.1437,8.93621813913819,10,1,"[{""id"": ""40d2c692-2eeb-4e0e-b79f-5112bd37fb8a"", ""relation"": ""side_story"", ""title"": ""Souichi Possessed""}]"
848,6e769716-df1e-4d66-89cc-32f3b46e17dc,My Blasted Reincarnated Life,My Blasted Reincarnated Life,Kiki (키키); Mogma (목마),Park Jeong yeol (박정열),Reincarnation; Monsters; Action; Demons; Long Strip; Adventure; Magic; Harem; Drama; Fantasy; Web Comic; Adaptation; Full Color,,hiatus,2022.0,safe,ko,23489,8.9866,8.93594331443549,10,0,[]
849,01ea7299-112c-41f4-b2a0-6d28c272deef,Aku no Kadou o Ikimashou,The Flowery Path of Evil,Mafuyubi,Yamashiro Umeta,Reincarnation; Romance; Comedy; Isekai; Drama; Fantasy; Villainess; Adaptation,shoujo,ongoing,2021.0,safe,ja,16571,9.0025,8.93573883652758,23,0,[]
850,b2b13e03-f598-4503-9f26-9016cc187e28,Jiji Neko-kurashi,The Life of a Grandpa Cat,Fujihito,Fujihito,Animals; Comedy; Web Comic; Slice of Life; Full Color,,ongoing,,safe,ja,2498,9.2733,8.93493093897538,29,0,[]
851,0d20230b-60de-4f02-b898-b477748ee667,That Time I Got Reincarnated As A Slime (Fan Colored),That Time I Got Reincarnated As A Slime (Fan Colored),Fuse,Kawakami Taiki,Reincarnation; Monsters; Action; Demons; Comedy; Fan Colored; Samurai; Isekai; Fantasy; Adaptation,,ongoing,2015.0,safe,ja,2626,9.4213,8.9344030812507,0,0,[]
